category,question,answer
Insurance,What  Is  A  Pension  Plan  Sponsor?,"As an example, under ERISA (Employees Retirement Income Security Account) of 1974, employers can sponsored defined benefit and/or contributions. They usually outsource the money management to a third parties. Some employer sponsors also match some portion of the employee's annual contribution. They're also responsible for the compliance under qualified plan regulations."
Insurance,What  States  Have  State  Disability  Insurance?,"The states that either mandate or carry state disability insurance are New York, Rhode Island, California, New Jersey, Hawaii, and the commonwealth of Puerto Rico. Of these, only California directly offers purchase of disability insurance from the state. An SDI tax that is charged to employees is what funds it."
Insurance,What  Is  Covered  By  Long  Term  Disability  Insurance?,"The short answer to what is covered by long term disability insurance is a percentage of your income. This benefit money can be used for anything you choose. Typically it is used to cover your daily living expenses while out of work, but can be used for items not covered by your health insurance such as a wheel chair ramp."
Insurance,Can  You  Switch  Home  Insurance?,Great Question. It is normal to switch your home insurance if you can get a better rate and coverage from another insurance company. You must inform your mortgage if you have a mortgage on your property. Make sure your new policy will cover the important things to you in your home.
Insurance,Who  To  Buy  Long  Term  Care  Insurance  From?,"It is a good idea to buy Long Term Care Insurance from a broker that carries multiple companies, or an agency that uses an LTCI broker (like ours does). That way you can be sure you are getting the most competitive rate, and will have the expertise of an agent that knows what you will qualify for. They can also guide you to the most important features, so that you can get the ones you need but not overspend for options that do not add much value."
Insurance,Does  Medicare  Cover  Zostavax?,"Zostavax is the shingles prevention vaccine. Medicare Part B does not cover the Zostavax vaccine, but all Medicare Part D plans to cover this vaccine. The amount you have to pay depends on your plan. It is usually cheaper to go to a pharmacy to have the injection that to have the injection at a doctor's office."
Insurance,Is  Aflac  Cancer  Insurance  Worth  It?,"It does not matter if it is AFLAC or any other company, in my opinion Cancer insurance is a good buy. Even if a person has health insurance, the cost of Cancer can devastate a persons financial well being. With deductibles, copay's, travel, loss of income, and cost of alternative treatments, Cancer Insurance can make a difference between getting better care or going bankrupt."
Insurance,Can  You  Switch  Car  Insurance  Mid  Policy?,"Insurance policies can be cancelled. Many companies charge you for the number of days that you were covered. Some use another system that penalizes you a bit for cancelling before the end of the term. All you need to do is notify the company or your agent. All coverage ceases. This should not be done unless you no longer have the vehicle, or you are immediately placing insurance coverage with another company."
Insurance,My  Claim  Was  Denied  Due  To  My  Criminal  Record.  Is  That  Right?,"You are not required to accept the decision of the claims adjuster. The company does not have to pay if fraud is involved. Normally, this would go beyond suspicion or implication. Many companies have separate units to investigate fraud. These companies will often refer their files to criminal prosecutors."
Insurance,Does  Life  Insurance  Go  On  Your  W2?,"According to www.irs.gov, $50,000 or less of group-term life insurance that is carried directly or indirectly by the employer (meaning the employer pays for some or all of the life insurance for employees OR arranges for the premiums paid by at least one employee to subsidize the premium for at least one other employee), does not have any tax consequences. Life insurance coverage over $50,000 that is carried directly or indirectly by the employer, will include on the W2 the amount of the premiums that is taxable to the employee. A policy that is not carried directly or indirectly by the employer has no tax consequences to the employee."
Insurance,Can  Nursing  Home  Take  Life  Insurance?,"If you are going through a Medicaid spend down, the nursing home can take the cash value in your life insurance policy down to an amount that will leave you with the allowable amount of assets. You have the right to purchase a final expense policy or a burial policy, so it may be possible that your life insurance policy can be designated as this permitted final expense policy."
Insurance,When  Are  Life  Insurance  Proceeds  Taxed?,"In most cases, life insurance proceeds, the death benefit, are received income tax free by the beneficiary in most cases. This is a key feature of life insurance. Common exceptions include business-owned life insurance issued, or materially modified, after August 17, 2006 which may be taxable unless specific steps are taken during time of application and annually thereafter to meet conditions which allow the proceeds to be income tax-free. Another exception is a tax trap where life insurance contracts with three parties involved may also have unexpected taxable implications."
Insurance,Is  Accidental  Life  Insurance  Worth  It?,"Accidental death and dismemberment (AD&D) and accidental death benefit (ADB), either as a stand alone policy or as a rider on a life insurance policy, is inexpensive but I question its value. In some instances, it may make sense to the buyer. I don't follow industry sales data at this granular a level but I can safely say that it is neither offered nor sold as much as it was in the past when our economy was more industrial and agrarian than service oriented the way it is today."
Insurance,Does  Health  Insurance  Cover  A  Tummy  Tuck?,A tummy tuck will be covered under your health insurance plan as long as it is considered (and coded) as medically necessary by your attending physician. Often times this is considered an elective procedure and won't be covered. It's vital to contact your carrier prior to the procedure to find out how (if at all) they will cover the surgery. The best place to start is to call the benefits verification or pre-certification phone number on the back of your insurance cards.
Insurance,Does  Health  Insurance  Typically  Cover  Otoplasty?,"Health insurance may cover otoplasty, although in most cases it does not. If it is considered cosmetic (and usually it is), it may not be paid or covered under a typical policy. However, all plans are different and you should always check with your carrier and inquire about benefits. If it is not for cosmetic reasons, that will help your chances."
Insurance,Is  Life  Insurance  Part  Of  An  Estate  After  Death?,"The are many varying circumstances for lifeinsuranceproceeds. Life insurance is paid directly to the benefactresses of the life insurance policy. Generally most married couples use the marital deduction act to pass the proceeds and all other assets to the surviving spouse. If the proceeds remain with the surviving spouse, they are subject to federal and state estate taxation if the proceeds and all other assets exceed the federal unified credit and the state exemptions.If that possibility exists, then the policy or policies should be owned day one by an Irrecoverable Life Insurance Trust to avoid inclusion in the estate."
Insurance,When  Do  You  Get  Long  Term  Care  Insurance?,"The time to get DI is different for everyone depending on your occupation and health. The best answer is ... as soon as possible. DI is cheaper the younger you are, plus you never know if you might become sick or injured. If you're worried that you might make more money in the future, you can add a rider on your policy that will make you eligible for more coverage at a later date, or you can simply try to buy more DI when the time comes (assuming you don't have any serious medical issues when that time does come)."
Insurance,How  Do  I  Know  What  Health  Insurance  I  Have?,"Your policy provides your health plan information - it'll tell you the carrier name, your policy number, plan details including premiums, copayments, coinsurance, deductible, maximum out-of-pocket expense. If you're unsure of what you have exactly, you can always contact your health insurance agent to get more information. If you're looking for new coverage, I always recommend consulting with an experienced broker to make sure that what you have provides good coverage and meets your needs and budget. Experienced brokers will have an in-depth knowledge of products from multiple carriers, can review a wide range of options with you, and help you determine which program will best serve your needs. Please let me know if I can be of further assistance. Thanks very much."
Insurance,What  Is  The  Average  Salary  Of  A  Life  Insurance  Agent?,"That's a great question! An insurance agent most often works off of a payment that is made to them when they sell a policy or product for the company - called a commission. These commissions can be fairly sizable, or very small, depending upon the sale. Therefore, in most cases, the earnings of the insurance agent depend entirely upon their ability to sell, and the product commission that is paid upon the sale. I believe the vast majority of agents will tailor the right product to the needs of the client, but there will unfortunately always be a few that are more interested in commission than client. You are always wise to have an idea of what it is that you want, and if you feel pressured, to ask for time to think it over. Follow your instincts. If you were considering a career as an agent, be aware that the start up period can be really lean until you've gotten your client base built, and you may need to have another source of income, especially if you were accustomed to a steady paycheck. Once you get rolling, if you are motivated, honest, and good with your clients, you can make a very comfortable living. Anything I can do to help, I'm happy to - feel free to contact me. Thanks for asking!"
Insurance,Who  Invented  Critical  Illness  Insurance?,"Critical Illness Insurance covers specified major illnesses. Typically, it pays a lump sum (sometimes different) payment to the insured. The first Critical Illness policy was issued in 1983 in South Africa. They have grown in popularity since that time. A full-time broker (not a part-timer, a media person or someone not fully-licensed) will be your best resource for quotes and information."
Insurance,Does  Great  Clips  Offer  Health  Insurance?,"Since most of their locations are franchised, it would depend on the franchise owner. Typically, if coverage is offered, it may not be paid in full by the owner. But most importantly, can you get a good haircut at Great Clips? It's just my opinion, but my answer would be Yes!"
Insurance,Is  Krystexxa  Covered  By  Medicare?,"Krystexxa is a medication used to treat gout and can be effective when other treatments have not produced the desired results. FDA approval for Krystexxa was granted in 2010. In 2011 Medicare assigned a treatment code to Krystexxa. Krystexxa is infusion therapy, covered under Medicare Part B. Due to the cost ($60,000 per year) there may be limits placed on how many treatments will be approved by Medicare."
Insurance,What  Is  The  Right  Amount  Of  Homeowners  Insurance?,"Talk tot your insurance professional and ask for a current ""Reconstruction Analysis"" for your home. Be sure to detail any improvements or renovations that you may have made so that these can be properly factored into the calculation. The result of this analysis, if completed properly, will be an accurate measure of what it would cost to reconstruct your home as it is today, should it be severely damaged or lost due to a covered peril. Once this figure is determined, be sure to ask if the policy includes a form or ""replacement Guarantee"" to make sure that moving forward you will remain properly covered."
Insurance,How  Much  Is  Car  Insurance  For  A  17  Year  Old  Female  In  California?,"In California the sex of the driver does not play a role in the price of car insurance. The year make and model of the car are important, as is the annual mileage of the vehicle. The driving record of every driver in the household is very important and the years of experience as a driver are also very important. These factors illustrate that the rating is complex and you should meet with a trusted insurance agent to guide you through the process."
Insurance,Does  Medicare  Cover  Xanax?,"Xanax is a prescription drug used most often to treat anxiety. Some Medicare Part D will cover at least a portion of the cost of Xanax. In evaluating prescription drug plans, including those coupled with a Medicare Advantage plan, make sure you run all your medications through the Medicare drug formulary finder."
Insurance,How  Much  Does  Life  Insurance  Usually  Cost?,"There are so many factors in pricing your lifeinsurance, it's impossible to estimate the cost. How much do you need? How long do you need it? What gender are you? Are you smoker? Are you healthy? Is your family health historygood? Do you have dangerous recreational activities? Is your motor vehicle record clean? Do you have substance abuse problems with drugs oralcohol? Do you have a felony? Is your credit good? Just to name a few of the factors that enter into the price tag of lifeinsurance."
Insurance,Should  I  Buy  Life  Insurance  When  I  Am  Young?,"Life insurance is always cheapest now. The exception would be a smoker who quits, then applies a year later. Of course going without insurance for that year carries the risk of dying during that time without providing for yourfinal expenses, or thefinancial needs of loved ones. Do it now."
Insurance,How  To  Choose  Medigap  Insurance?,"The best way to choose a Medigap Policy is by working with a licensed independent agent who specializes in Medicare Supplement insurance. We work closely with you to make sure you understand the benefits associated with each Medigap Plan. All Medigap Plan benefits are standardized, so if you want the benefits of Plan F, it's the same exact coverage with every insurance company. The only difference is the price. An independent agent who specializes in Medicare Supplement insurance can work with you to make sure you get the benefits you desire. We shop the insurance market to find the best priced premium. This is a great option as opposed to calling or applying online to an insurance company. Often they are the companies with the higher premiums. It's always in your best interest to start off with the lowest premium for the Medigap plan you want since premiums do increase over time. Thank you for reading my response. Please let me know if I can be of further assistance."
Insurance,What  Kind  Of  Health  Insurance  Is  Best?,"The best type of health insurance really depends on your circumstances. For example, generally healthy individuals with additional cash on hand are often best suited by High Deductible Health Insurance Plans as they can cover the high deductible if in the rare chance they should require considerable health care. The deductible acts as a stop loss against their total risk of expense exposure. Individuals with less cash on hand, and or those with medical conditions that require more frequent trips to the doctor are generally better suited by Managed Health Care systems like Heath Maintenance Organizations or Preferred Provider Organizations with low deductibles and/or co-pays."
Insurance,Does  Health  Insurance  Cover  STD  Testing?,"Coverage for testing/screening for sexually transmitted diseases (STDs) has been standard practice in the group and individual health insurance marketplaces for many years. What is covered and how may have varied from state to state. Under the requirements of ObamaCare, health insurance policies compliant with that law will have to cover testing for HIV and a variety of other STDs. So, certainly, policies purchased on or after January 1, 2014 should offer rather extensive coverage for STD testing and in most cases one would expect testing/screening to be covered under the preventive care requirements of ObamaCare which means 100% coverage with no copays, deductibles or co-insurance cost sharing. Testing done for treatment purposes and monitoring after an initial diagnosis has been made are then subject to the plan's treatment coverage provisions. So, the very same test done at no charge to diagnose an STD may be subject to a copay, deductible and/or co-insurance when done in conjunction with chronic disease management/treatment."
Insurance,What  Are  Immediate  Annuities?,"When you look into an Annuity you have a variety of ways to fund it. You can make monthly payments, you can make a lump sum payment and you can make lump sum to start off and add to it. In an Immediate Annuity you can make a lump sum payment, annuitize it and begin to receive monthly payments. People who want to have a steady monthly payment tend to utilize this type of annuity so they can get regular payments from the insurer."
Insurance,What  Does  A  Health  Insurance  Premium  Mean?,"This is the term used to describe the monthly obligation you pay to have the policy. Think of it in terms of ""payment"". Premiums will vary on a policy depending on the type of policy it is, the deductible, the co payment, whether you have dental or vision, etc. Most people keep policies longer the more affordable a monthly premium is to their budget."
Insurance,What  Happens  To  People  With  Cancer  And  No  Insurance?,"Since you are asking this in the critical illness section I will assume you have health insurance. Your major medical health insurance plan will pay the bulk of your medical bills but you will still be personally responsible for your out of pocket costs including copay's, deductibles, coinsurance and so forth."
Insurance,When  Does  Mandated  Health  Insurance  Start?,Mandated insurance starts October 1st 2013 when Exchanges begin to operate.Insurance policies purchase on the exchange wont be effective until January 2014.Most or all Health Insurance Companies are already selling plans that meet parts of the mandate that is already in effect. Large business part of the mandate will have another to implement 2014.
Insurance,What  Does  Renters  Insurance  Protect?,"Renters insurance will provide protection for your personal property, personal liability, and loss of use up to the policy levels possibly subject to a policy deductible. If you have renters insurance and your rented premise is damaged by fire, smoke, or lightning (to name some of the covered perils). Remember every policy is different. Please read your policy completely to understand the coverage provided and any exclusions that there may be or contact your local agent to have them go over the policy with you."
Insurance,Why  Annuities  Are  Poor  Investments?,"Tax deferred annuities are insurance products with differing crediting methods for a diverse saving and/or investment strategy for a suitable purchaser who demonstrate a high tax bracket and mid to long term hold horizon. This is determined by developing a personal financial profile that includes risk assessment, a retirement date and a life expectancy report."
Insurance,Does  medicare  limit  the  number  of  echocardiograms  one  can  have  in  any  given  amount  of  time?,"Medicare will cover an echocardiogram if your doctor orders it for diagnostic purposes. An Echo is covered under Medicare Part B. Medicare will pay for about 80% of the costs after the Part B deductible is met ($147 in 2014) - you would be responsible for the other 20% and the Part B deductible. When you first enroll in Medicare Part B, you open your 6-month initial open enrollment period to buy a Medicare supplement plan (a.k.a. Medigap plan) with NO MEDICAL UNDERWRITING!. A Medigap plan can cover the deductibles and a portion or all of the other 20% of expenses covered by Part B and features a number of other big advantages as well. An experienced Medigap broker can help find the Medigap plan and carrier that's most suitable for you and your budget. I hope the information is helpful - please feel free to contact me for help and if you have any other questions. Thanks very much."
Insurance,How  To  Determine  Term  Life  Insurance  Amount?,"Many life insurance experts recommend about 6 to 8 times your annual salary for the amount of term life insurance that you may need; however, the figure will depend on your financial needs and goals. You have to factor in that mortgage, education expenses for children...basically whatever your family will need to survive and thrive when you're gone. Of course, since term life insurance is for a specific period of time, you will need to calculate how long you need this certain amount of money as well."
Insurance,Does  Health  Insurance  Cover  Glaucoma?,Glaucoma is a serious illness that can lead to permanent blindness if not treated. Glaucoma is easily treated in most patients and can be controlled with prescription eye drops. In some cases glaucoma cannot be successfully treated with eye drops and surgery is required. Either conventional blade surgery or laser surgery may be needed to treat the condition. Most major medical health insurance plans will cover glaucoma treatment.
Insurance,What  Does  Disability  Insurance  Protect?,"Disability Insurance protects your paycheck. Only people who draw an income can purchase Disability Insurance, and the benefit you can get is based on your income. If you were injured and unable to go to work, or got an illness that caused you to be off of work, or had complications in childbirth that kept you from going back to work as planned, Disability Insurance will pay a large % of your paycheck to you in cash each week. You can use this money just as you would have used the paycheck you earned through your job. So in essence, DI also protects your family, your home, and your lifestyle."
Insurance,Should  Car  Insurance  Increase  Every  Year?,"If the cost of auto repairs hasnt increased and damages awarded in lawsuits hasnt increased, auto insurance probably shouldnt increase. Your state insurance commissioner keeps a close eye on insurance cost in your states. He does this for two reasons. The first is to make sure that the public isnt being charged too much and the second is to make sure that the insurance companies are taking in sufficient money to honor all of the promises that they have made. The real cost of automobile insurance is determined when you have a claim. If the policy limit is exceeded and angry people are suing you, you paid too much for your insurance. If your policy had high limits and took care of everything, then you bought cheap insurance. Having to settle a claim out of your own pocket is the most expensive form of insurance that you can purchase. The reason that insurance premiums increase is that the company pays out more than it can afford to pay out. It is a simple balance sheet calculation. When the company finds that they are paying out more in claims than they are receiving in premiums they file with the state insurance commissioner to review and adjust rates in your state. Several things cause the claims experience of a company to increase. It could be that the frequency of claims increases. This could be the result of reduced safety enforcement, poorer road conditions or a variety of other causes. It could be that the severity of claims has increased. This would be the result of an increasing number of accidents turning into lawsuits. It also could be caused by juries making increasingly high awards to those injured in accidents. It also could be the result of increased medical costs in your area. Another factor could be the cost of auto repairs. Materials and parts tend to become more expensive over time and this could affect the claims experience of a company. It is important to note that most companies in the state will feel similar pressure at the same time as those factors affect all the companies. There are moral factors that also come to affect the premiums of auto insurance. When drivers report fewer annual miles than they actually drive, that increases their exposure without increasing the premium for their policy. If people allow other drivers to operate their vehicles without adequate supervision of screening risky drivers could be populating the streets. Even though your state requires that vehicles be insured we all know that some are not and that expense has to be shared somewhere. A frequent abuse is the pizza delivery man who is driving the family sedan. His insurance policy never knew he was doing that and has a risk that hasnt been properly evaluated. There are far more lurid cases but my all-time favorite is the family sedan that has steel tanks welded underneath the body to carry illegal liquor. All these moral issues also affect the premium."
Insurance,Which  Is  Better  Medicare  Or  Medicare  Advantage?,"Original Medicare, with or without a supplement plan, allows you to use any doctor, lab or hospital anywhere in the U.S. that accepts Medicare assignment. Most Medicare Advantage plans have limited network that require you to use their participating facilities or else you pay a significant penalty for out of network benefits."
Insurance,What  Will  Void  A  Life  Insurance  Policy?,"what will void a life insurance policy ? Basically any deciet given during the application process will void a policy if found out within the first two policy years. After that, in most cases contestability by an insurance carrier has ended. Except some states have modified contestibility laws sometimes in the insurance company's favor. In my state, concerning lying about smoking on the application, there is no limit for an insurance company to contest. The state considers the policy null and void. Other states may have something similar."
Insurance,Does  Liberty  Mutual  Have  Life  Insurance?,"Liberty Mutual offers life insurance issued by Liberty Life Assurance Company of Boston, MA. The type of life insurance products that are offered by Liberty Life are Term Life, Whole Life and Universal Life. To compare the price of life insurance from Liberty Life with the price of life insurance offered by other companies, call an agency that carriers several products or find a website on the internet that will compare rates for you."
Insurance,Does  Variable  Life  Insurance  Have  A  Cash  Value?,"Cash value permanent life insurance has the potential to accumulate cash values, but it's dependent on the crediting method. Variable life insurance uses a guaranteed interest rate account and separate sub accounts that use equities and bond investments. The optimal design for cash value is purchasing the lowest TAMRA compliant death benefit option."
Insurance,What  Is  The  Yearly  Cost  Of  Medicare?,"To the average Medicare recipient, the yearly cost of Medicare Part A is free. If there is a charge due to being ineligible for free Part A, there is a premium of up to $441/month. There are deductibles and co-pays for services provided under Medicare Part A. For Part B, the premium to the average Medicare recipient is $140.90/mo. There is an annual deductible of $147/year and 20% co-pay for services and supplies received."
Insurance,Can  I  Buy  A  Life  Insurance  Policy  On  My  Parents?,"You can purchase life insurance coverage on anyone you share an economic insurable interest, including parents. Of course, they need to sign as the policy insured on the application and have to be mentally competent to do so. Life insurance policies held between different family generations are quite common."
Insurance,Can  Home  Insurance  Cover  Plumbing?,Homeowners insurance will not cover plumbing for normal wear and tear. In other words if the pipes just get old and you need new pipes they are not covered. If a pipe were to burst suddenly and flood your kitchen for example the insurance would pick up the damage caused by the water but will not fix the pipe. This is assuming of course water damage is not excluded from your policy.
Insurance,How  To  Get  Health  Insurance  For  A  LLC?,"Purchasing health insurance for an LLC is no different than applying for an individual or group health insurance plan. If the LLC has few or one one employee then individual policies would make the most financial sense. If the LLC wants to provide benefits for all its employees then either a small group plan or a defined benefit plan will make sense. Group's plans require an in depth fact finding analysis to uncover the true needs of the group. Important factors include: Size of the group Number of employee participating Amount employer wants to subsidize - if any? Type of benefits Are employees local or spread out among states The new trend in 2014 for small group is setting up a defined contribution plan (section 105 plan) where the employer subsidizes a set amount to employees tax-free and the employees use that money to offset their health insurance premium, costs etc for the individual plans they purchase."
Insurance,How  To  Set  Up  A  Trust  For  Life  Insurance?,"To set up an Irrevocable Life Insurance Trust (ILIT), it is best to use an attorney who is an expert at tax laws to set up the trust. Then use a respected life insurance agent to help you obtain a policy, or transfer existing life insurance, into the trust. You will need to choose a trustee to administer the trust (this could be the lawyer). Working together, you will get a trust that works for your lifetime."
Insurance,Can  You  Get  Medicare  While  Working?,"Yes, you can be on Medicare while working. Many people do postpone going on Medicare if they're still working because they may have group health insurance available to them through their employer. Self-employed individuals will usually go on Medicare when they turn 65 unless they have group coverage available through their spouse's work. Some may decide to go on Medicare if they're 65 and still working because they want a more predictable health expense structure and/or want to lower their premiums."
Insurance,Where  Do  I  Buy  Life  Insurance?,"You can buy life insurance online, by mail, or by meeting with an agent at their office or your home. Life insurance policies that are purchased without any contact with an agent are usually simplified issue policies. They generally are for smaller face amounts and do not require an exam. While the transaction can be simple, it takes a pretty insurance savvy person to read and understand all the fine print. Thus, it is easy to get declined, or not get the price or policy you were seeking. I recommend calling an agency that carries both simplified and fully underwritten policies, so that you can ask questions and will be given an accurate description of each type of policy before you make your decision. Most types of life insurance can be purchased online or by meeting with an agent face to face. Looking at testimonials and checking Better Business Bureau ratings can be helpful in determining which agency you want to patronize. Reading answers from different agents on this website is also a good way to ""meet"" us and decide for yourself who appears to be knowledgeable and trustworthy."
Insurance,What  Makes  Car  Insurance  Cheaper?,"If you are asking what helps keep your auto insurance rates lower, then there are many factors that can help with this. A clean driving record would be the first - no tickets and no accidents. A high credit score would be another. If you are a student a 3.50 gpa or above will typically get you a discount. A married person will typically have lower rates than a single person. There are many other factors can come into play here also, but these are some of the most prominent ones."
Insurance,How  Long  Does  It  Take  To  Claim  A  Life  Insurance  Policy?,"Death claims are handled quickly. The company needs a death certificate and in some cases a simple form. When the death is under investigation, or the body has not been recovered, the claim can take a long time. Ultimately a court will decide when the insurance company should honor the claim and to whom the proceeds should be paid."
Insurance,"I  am  a  non  driver  and  need  a  truck  for  my  work,  I  would  like  to  insure  my  helper  to  drive  for  me  any  problems?","If you are insuring a vehicle for your business you can write the business auto policy and list your employee or employees as a drivers. You have the ability to exclude yourself from the policy. But keep in mind, this would mean you can not drive the vehicle at anytime as you yourself would then be un-insured."
Insurance,What  Is  The  Best  Medicare  Health  Plan?,"The best Medicare health plan is one that meets your expectations for coverage and price. There are basically two types of Medicare health plans. One is a supplement to traditional Medicare and covers some or all of your out of pocket expenses. These are referred to as Medigap or Medicare supplement plans. The other is a Medicare Advantage plan that replaces traditional Medicare. With Advantage plans your doctor, if they accept your Advantage plan, files claims direct with the insurance carrier. Advantage plans have networks, a lot of moving parts and a lot of out of pocket. #GeorgiaMedicarePlans"
Insurance,What  Is  Group  Disability  Insurance?,"Group Disability Insurance is disability insurance coverage offered to a group of employees through their employer or entity for which they work. It is one of the benefits offered to some employees. If the employer pays the Disability Group Insurance premiums for the employee, disability income benefits would be taxable to the employee when used."
Insurance,Can  You  Claim  Lost  Car  Keys  On  Insurance?,"Yes you could if you had comprehensive coverage. However since most key costs are under the deductible amount it would not make much sense to ruin your claims free discount in order to receive $0 from the insurance company. Even if you had a $100 deductible and the electronic keys were $150, the discounts lost plus having a claim on your record would outweigh any benefit to receiving the $50."
Insurance,Which  Car  Insurance  Company  Is  Best?,"Car insurance companies that do business in your state are regulated by two state insurance commissioners, your state and the state where the company is domiciled. Your state commissioner is trying to allow companies to operate in your state that will keep their promises. The best auto insurance company is one that keeps its promises."
Insurance,Who  Writes  Vacant  Home  Insurance?,There are many carriers that will write coverage for a vacant home. There are of course requirements/standards that the home must meet before a carrier will provide coverage. A carrier that is in my geographic location that I work with that provides this type of coverage is Foremost. I would suggest contacting local agents in your area to find out about availability and pricing in your area.
Insurance,What  Type  Of  Water  Damage  Is  Covered  By  Homeowners  Insurance?,"Not all! Accidental discharge of water and its attendant damages is normally covered. This means when there is an accidental discharge of liquids or steam from the plumbing, heating or air-conditionaing the loss is a covered loss. It is very important to understand what is not covered. Flood is one of the most common causes of loss in the US and the homeowner's policy does not cover it. Water back up such as from a blocked sewer line is not a covered loss (some companies offer the coverage as an option.) When there is repeated or continuous seepage or leakage from a system in the house that is not covered."
Insurance,When  Getting  Car  Insurance  What  Information  Is  Needed?,"Great Question. You will need to provide your personal and vehicleinformation such as: Your full name Driver's license number & expiration date. Possibly your social security number depending on what state you live in. date of birth address of where the car is located and mailing address if different vehicle information such as Year, Make, Model, & V.I.N which is a 17 digit number Is the vehicle garaged or not? How is the vehicle used? How many miles are currently on the vehicle and how many miles to you drive on an annual basis? Names of any possible drivers or people living with you along with their personal information if they wish to drive the vehicle. Need to know who your current insurance is with or if you have had coverage in the past You will need to determine how much coverage you need in place and what deductibles you would be comfortable having in place. There are probably a few more questions that you would need to answer prior to binding coverage, but that is a quick list of information you should have handy when you are ready to pursue auto insurance quotations. I hope this helps and have a wondeful day. Best, Josh DeBoer Producer Fred Daniel & Sons, Inc"
Insurance,Do  I  Need  Builders  Risk  Insurance  To  Purchase  A  Home  Where  We  will  Do  Major  Renovations  Before  Moving  In?,"I don't recommend using the builder to purchase the builders risk policy on a renovation project. You need coverage on the existing structure and most builders would not be covering anything but the renovation amount. They would only be covering the amount of the renovation. Purchasing the policy yourself puts you in control of the policy and allows you to make sure that you are adequately covered. In looking at David's response, I am in agreement that you should be named as additional insured on the contractors general liability policy and also get a certificate for their workers compensation."
Insurance,Does  Medicare  Cover  Ptosis?,There are situations where Medicare will cover Ptosis. Your eye care provider will measure the amount of droop and advise you if the surgery is a covered expense or not. They can also tell you if there may be any excess charges that are part of your treatment that may not be covered by Medicare.
Insurance,How  Much  More  Does  Medicare  Advantage  Cost?,How much more than what? You can find Medicare Advantage plans from zero premium on up. So I guess you would have to say it costs exactly the same as original Medicare A&B. You can spend more though if you want to. Some Medicare Advantage plans do have a premium. You should review the options in your county at www.medicare.gov or talk with your local insurance agent that specializes with Medicare Insurance Plans.
Insurance,Can  You  Change  From  Medicare  Advantage  To  Medigap?,You can disenroll from your Medicare Advantage Plan and switch back to Original Medicare from January 1 thru February 14 of each year. You will need to get a Medicare Supplement and Prescription Drug Plan. If you have serious health conditions you may not be qualify for a Medicare Supplement. Depending on the pre-existing condition you could be denied coverage or have to pay a much higher premium because of the pre-existing condition. It would be very important to talk with a qualified agent before you make your decision to disenroll from your Medicare Advantage Plan.
Insurance,Will  My  Homeowners  Insurance  Cover  Mold  Damage?,"There are hundreds of species of mold common to the United States. Small areas of visible mold that build up on moist areas in a home not only look bad but are also a health risk, the mold may cause allergy like symptoms and/or breathing difficulties. Basic home insurance policies, generally limit coverage for mold or exclude it. It is very easy for mold to grow given suitable conditions in a home that doesn't show pride of ownership; mold claims became so excessive in prior years, the insurance industry chose to limit or exclude coverage rather than raise premium to address the growing claims. Although the standard coverage will vary from State to State as well as vary between insurance carriers, it is important to view your specific insurance policy to find out if there is coverage for mold and what the limit is.In some cases, a carrier will actually allow an extended amount of coveragefor an additional premium. It is best to maintain a clean and moisture free structure to prevent the growth of mold. In homes with a basement, it is important to remove all moisture as quickly as possible following any leaks. The Federal EPA recommends homeowners clean up any area affected by mold which is less than 10 square feet using bleach or a suitable product, any area larger than that should involve a professional."
Insurance,What  Insurance  Will  I  Need  In  Retirement?,"Your insurance needs do not disappear at retirement although the coverage amounts may change. Car Insurance, home owners insurance, health insurance and life insurance all play a part in a solid financial plan. You should contact an Agent and have them conduct an Insurance preview. The last thing you want in retirement is to be paying for something that you really don't need to."
Insurance,What  Is  A  Cafeteria  Plan  For  Health  Insurance?,"A ""cafeteria plan"" refers to the section 125 of the tax code. A cafeteria plan allows you to have dollars deducted from your payroll at your employment to pay for some health insurance costs with ""pretax dollars"" like child care or prescriptions and doctor visits expenses, and to save for retirement. While the plans may vary from employer to employer in exact details you would be smart to utilize that ""cafeteria plan"". One word of caution- make sure any dollars saved if not used this year rolls over to the next year and that you DO NOT LOSE THE DOLLARS"
Insurance,What  Auto  Insurance  Is  Required  By  Law?,"If you live in a state that requires auto insurance typically the coverages that would be required are bodily injury, property damage, and uninsured motorist at minimum. Regulations are different from state to state. The amounts and types of coverage can vary greatly. Contact a local agent to know what the coverage requirements are for the state that you reside in."
Insurance,Does  My  Medicare  Cover  My  Wife?,Your wife must be qualified for Medicare to receive benefits. If you are over 65 and on Medicare she can qualify based on your work history. If your wife is not yet 65 or Social Security Disability then she will have to pick up a private insurance plan until she is eligible for Medicare. She cannot be covered by your benefits.
